titre,domaine,type_news
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
قطار يحمل اسم فيروس كورونا COVID19 شُوهد عام 2019 .. ما الحقيقة؟,,زائف
الوضوء والغرغرة يقضيان على فيروس كورونا العالق بالأنف ، ما صحة ذلك؟,,زائف
سلالة جديدة من إنفلونزا الطيور تظهر في الفلبين ، ما الحقيقة ؟,,صحيح
كتاب صدر قبل اربعين سنه يتحدث عن فيروس كورونا.. ما الحقيقة؟,,زائف
صورة فيروس كورونا تحت المجهر بعد التكبير 2600 مرة…ما الحقيقة ؟,,زائف
تنبأ بن سالوقيه في كتاب أخبار الزمان بأحداث كورونا قبل 1000 سنة.. ما الحقيقة؟,,زائف
الخفاش هو مصدر وباء الكورونا، و الدليل بالفيديو …هل هذا صحيح ؟,,زائف
الحرم المكي في زمن الكورونا.. ما حقيقة صوره محزنه للحرم وبكاء الإمام؟,,زائف جزئي
مقدمة ابن خلدون ذكرت فوائد الغبار وكيف تخلصنا من الفيروسات !ما حقيقة ذلك؟,,زائف
انتاج تركيا كمامة ذكية للقضاء على فيروس كورونا.. ما الحقيقة؟,,زائف
نجاح مصل مصري في علاج فيروس كورونا بالصين بعد تسليمه لهم.. ما الحقيقة؟,,مضلل
فيروس كورونا الجديد تحت المجهر.. تعرف على كل التفاصيل.,,رأي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
أسد في إحدى الغابات يشاهد شيئا عند موته لا نراه! ما حقيقة ذلك؟,,مضلل
أغنية صينية تعتذر للمسلمين وللإيغور بسبب فيروس كورونا! ما حقيقة ذلك ؟,,زائف
فيديو لطفل ينظر لنفسه في المرآة فيظهر بشكل مختلف ما حقيقة ذلك؟,,مفبرك
حلق شعر الممرضات في الصين بالإجبار وذلك لانتقال كورونا من خلاله، ما صحة ذلك؟,,زائف جزئي
بدأت الصين بإنتاج لحم البقر من جثث شعبها وإرساله إلى إفريقيا.. ما الحقيقة؟,,زائف
“الأرز البلاستيكي” وما يشاع عنه بين الحقيقة والخرافة,,رأي
اختبار بسيط خلال عشر ثوان يمكنك من خلاله معرفة إذا كنت مصابًا بكورونا أم لا – زائف,,زائف
جاك ما مؤسس موقع علي بابا خسر 230 مليون لينقذ الصين! ما حقيقة ذلك؟,,زائف جزئي
تاجر ليبي اشترى آلاف الإبل من إستراليا لإنقاذها من الموت رميا بالرصاص!ما حقيقة ذلك؟,,زائف جزئي
اعتقال القوات الصينية للمشتبه بإصابتهم بفيروس كورونا على الحواجز الأمنية!ماحقيقة ذلك؟,,مضلل
طائر الفلامينغو ينزف ويطعم صغاره دمًا..ما الحقيقة؟,,صحيح
الطفل الأسترالي مخادع فعمره 18 سنة والذي نشر الفيديو ليست أمّه .. ما صحّة ذلك؟,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
244 حالة إصابة تخص فيروس كورونا في السعودية ووفاة 18 شخصاً. ما حقيقة ذلك؟,,مضلل
هذه صورة قلب حيوان مصاب بمرض الكيسات المذنبة، وليس قلب المرأة عندما تغضب,,مضلل
طفلة صغيرة تُعذّب من قبل خادمة في دولة عربية! ما حقيقة ذلك؟,,زائف جزئي
فيديو سوق حيوانات غريبة بالصين.. ما الحقيقة؟,,زائف جزئي
إعصار مدمر يضرب الصين بعد فيروس كورونا… ما الحقيقة؟,,زائف
فيديو يُظهر كرة البرق.. ما الحقيقة؟,,زائف
قتل المصابين بفيروس كورونا لعجز الصين عن علاجهم..زائف,,زائف
حافظات حرارة القهوة والشاي “التيرموس” تحتوي الأسبيستوس وتسبب السرطان,,زائف جزئي
الصين تقتل الخنازير والطيور للقضاء على فيروس كورونا ، ما صحّة ذلك؟,,زائف جزئي
ما حقيقة الصورة المكبرة بالميكروسكوب لفيروس كورونا القاتل ؟,,زائف
ما حقيقة صورة عرض حلقة من حلقات سيمبسون عن فيروس كورونا عام 1993,,زائف
هؤلاء المرضى مصابين بفيروس كورونا أم بأمراض عقلية؟,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
أنثى ثعلب تقوم بإرضاع مجموعة من صغار الدب ماتت أمهم!ما حقيقة ذلك؟,,زائف
ألعاب الفيديو تسبب الاختلال العقلي لطفل أدمن عليها.. عنوان مضلل,,زائف
تدفق الدماء من الأرض في شوارع تركيا بعد الزلزال الأخير!(فيديو) ما حقيقة ذلك؟,,مضلل
“ووهان جيايو” هتافات تشجيعية وليست صرخات ذعر وعويل!,,مضلل
كوريا الشمالية تعدم المصابين بفيروس كورونا!.. ما الحقيقة؟!,,ساخر
هل تناول الحشرات و الحيوانات الغريبة هي سبب ظهور فيروس كورونا,,رأي
سيمبسون يتنبأ بموت اللاعب كوبي براينت – زائف,,زائف
حال المدن الصينية بعد انتشار فيروس كورونا! ما حقيقة تلك الصورة؟!,,زائف
مقدمة مختصرة عن فيروس كورونا الصين,,رأي
العثور على كمية كبيرة من رؤوس الكلاب المسلوخة بمصر – زائف,,زائف
بناء مستشفى لمعالجة مصابي فيروس كورونا في الصين خلال عشرة أيام ،ما حقيقة ذلك ؟,,صحيح
حقيقة (مقطع) سقوط الشاب جاري من فوق إحدى ناطحات السحاب,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
توأمان أحدهما سارق وتمت تبرئتهما بسبب تشابه الـ DNA لهما ….حقيقة أم خرافة؟,,زائف جزئي
عبور طائرة حربية بين قائمي برج أحد الجسور المعلقة!(فيديو),,زائف
هذا المقطع مشهد تمثيلي وليس مشهد حقيقي لشاب أفاق بعد موته بسكتة قلبية,,زائف
فأر يمشي على صاروخ تابع لوكالة ناسا خلال إطلاقه نحو محطة الفضاء الدولية – مضلل,,زائف
هل نحن بالفعل نستخدم ما مقداره 10% فقط من طاقة دماغنا؟!,,رأي
التداوي بالأعشاب الطبيعية والأدوية المصنعة… أيهما أفضل؟,,رأي
